ITEM,Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Anio,Mes,Contrato,Campo,TipoProd,TipoHidrocarburo,PrecioHidrocarburoUSD,PorcRegalia,ProdGravableBlsKpc,VolumenRegaliaBlsKpc,RegaliasCOP,TrmPromedio,RegimenReg
5942,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,6,TAURAMENA,CUSIANA,B,O,32.4669,0.12,"6,894.36",827.3232,"99,427,269.52","3,701.6",ARTICULO 39 LEY 756
5943,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,6,TAURAMENA,CUSIANA,B,G,4.0533,0.2,"263,340.58","52,668.115999999995","790,216,363.02","3,701.6",Ley 141 20%
5944,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,6,TAURAMENA,CUSIANA,B,G,4.0533,0.12,"263,340.58","31,600.8696","474,129,818.06","3,701.6",ARTICULO 39 LEY 756
5945,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,6,TAURAMENA,CUSIANA,QB,G,4.0533,0.2,27.8,5.56,"83,420.5","3,701.6",Ley 141 20%
5946,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,6,TAURAMENA,CUSIANA,QB,G,4.0533,0.12,27.8,3.336,"50,052.33","3,701.6",ARTICULO 39 LEY 756
5947,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,6,TAURAMENA,CUSIANA,B,O,32.4669,0.2,"6,258.13","1,251.626","150,419,757.89","3,701.6",Ley 141 20%
5948,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,6,TAURAMENA,CUSIANA,B,O,32.4669,0.12,"6,258.13",750.9756,"90,251,854.87","3,701.6",ARTICULO 39 LEY 756
5949,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,CANAGUARO,Canaguay,QB,G,4.6704,0.064,448.83,28.72512,"490,731.62","3,657.87",Ley 756 8% variable
5950,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,CANAGUARO,Canaguay,B,O,30.1049,0.08,"1,592.13",127.3704,"14,026,004.24","3,657.87",Ley 756 8% variable
5951,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,CUSIANA NORTE,CUSIANA NORTE,B,G,4.1714,0.2,"5,064.52","1,012.904","15,455,333.55","3,657.87",Ley 141 20%
5952,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,CUSIANA NORTE,CUSIANA NORTE,B,G,4.1714,0.12,"5,064.52",607.7424,"9,273,200.29","3,657.87",ARTICULO 39 LEY 756
5953,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,CUSIANA NORTE,CUSIANA NORTE,QB,G,4.1714,0.2,0.51,0.102,"1,556.23","3,657.87",Ley 141 20%
5954,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,CUSIANA NORTE,CUSIANA NORTE,QB,G,4.1714,0.12,0.51,0.0612,933.82,"3,657.87",ARTICULO 39 LEY 756
5955,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,CUSIANA NORTE,CUSIANA NORTE,B,O,40.237,0.2,"2,299.96",459.992,"67,702,411.48","3,657.87",Ley 141 20%
5956,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,CUSIANA NORTE,CUSIANA NORTE,B,O,40.237,0.12,"2,299.96",275.9952,"40,621,446.92","3,657.87",ARTICULO 39 LEY 756
5957,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,CUSIANA NORTE,CUSIANA NORTE,B,G,4.1714,0.2,"342,205.51","68,441.102","1,044,304,373.98","3,657.87",Ley 141 20%
5958,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,CUSIANA NORTE,CUSIANA NORTE,B,G,4.1714,0.12,"342,205.51","41,064.661199999995","626,582,624.61","3,657.87",ARTICULO 39 LEY 756
5959,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,CUSIANA NORTE,CUSIANA NORTE,QB,G,4.1714,0.2,"1,251.68",250.336,"3,819,736.25","3,657.87",Ley 141 20%
5960,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,CUSIANA NORTE,CUSIANA NORTE,QB,G,4.1714,0.12,"1,251.68",150.2016,"2,291,841.94","3,657.87",ARTICULO 39 LEY 756
5961,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,CUSIANA NORTE,CUSIANA NORTE,B,O,40.237,0.2,"3,349.19",669.838,"98,587,905.65","3,657.87",Ley 141 20%
5962,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,CUSIANA NORTE,CUSIANA NORTE,B,O,40.237,0.12,"3,349.19",401.9028,"59,152,743.44","3,657.87",ARTICULO 39 LEY 756
5963,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4726,0.2,15.46,3.092,"50,585.17","3,657.87",Ley 141 20%
5964,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4726,0.12,15.46,1.8552,"30,351.43","3,657.87",ARTICULO 39 LEY 756
5965,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,4.4726,0.091146512,"31,723","2,891.4408001760003","47,304,518.94","3,657.87",Ley 756 8% variable
5966,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4726,0.2,150.92,30.184,"493,815.38","3,657.87",Ley 141 20%
5967,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4726,0.12,150.92,18.1104,"296,289.57","3,657.87",ARTICULO 39 LEY 756
5968,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,40.8324,0.2,281.38,56.276,"8,405,361.29","3,657.87",Ley 141 20%
5969,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,40.8324,0.12,281.38,33.7656,"5,043,216.88","3,657.87",ARTICULO 39 LEY 756
5970,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,40.8324,0.08,272.42,21.7936,"3,255,083.27","3,657.87",Ley 756 8% variable
5971,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4726,0.2,739.85,147.97,"2,420,817.11","3,657.87",Ley 141 20%
5972,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4726,0.12,739.85,88.782,"1,452,490.33","3,657.87",ARTICULO 39 LEY 756
5973,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,4.4726,0.091146512,"1,518,130.73","138,372.32079951378","2,263,797,370.73","3,657.87",Ley 756 8% variable
5974,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4726,0.2,"7,222.33","1,444.466","23,631,737.14","3,657.87",Ley 141 20%
5975,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4726,0.12,"7,222.33",866.6796,"14,179,042.37","3,657.87",ARTICULO 39 LEY 756
5976,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,40.8324,0.2,"14,816.23","2,963.246","442,589,269.61","3,657.87",Ley 141 20%
5977,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,40.8324,0.12,"14,816.23","1,777.9476","265,553,561.9","3,657.87",ARTICULO 39 LEY 756
5978,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,40.8324,0.08,"14,344.58","1,147.5664","171,400,071.05","3,657.87",Ley 756 8% variable
5979,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4726,0.2,6.44,1.288,"21,071.37","3,657.87",Ley 141 20%
5980,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4726,0.12,6.44,0.7728,"12,643.16","3,657.87",ARTICULO 39 LEY 756
5981,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,4.4726,0.091146512,"13,210.85","1,204.1228980552","19,699,678.42","3,657.87",Ley 756 8% variable
5982,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4726,0.2,62.85,12.57,"205,647.23","3,657.87",Ley 141 20%
5983,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4726,0.12,62.85,7.542,"123,388.54","3,657.87",ARTICULO 39 LEY 756
5984,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,40.8324,0.2,200.94,40.188,"6,002,463.6","3,657.87",Ley 141 20%
5985,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,40.8324,0.12,200.94,24.1128,"3,601,478.43","3,657.87",ARTICULO 39 LEY 756
5986,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,40.8324,0.08,194.55,15.564,"2,324,632.82","3,657.87",Ley 756 8% variable
5987,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4726,0.2,59.32,11.864,"194,097.14","3,657.87",Ley 141 20%
5988,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4726,0.12,59.32,7.1184,"116,458.37","3,657.87",ARTICULO 39 LEY 756
5989,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,4.4726,0.091146512,"121,728.62","11,095.13912357344","181,518,576.95","3,657.87",Ley 756 8% variable
5990,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4726,0.2,579.24,115.848,"1,895,294.95","3,657.87",Ley 141 20%
5991,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4726,0.12,579.24,69.5088,"1,137,177.13","3,657.87",ARTICULO 39 LEY 756
5992,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,40.8324,0.2,"3,122.93",624.586,"93,287,921.6","3,657.87",Ley 141 20%
5993,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,40.8324,0.12,"3,122.93",374.7516,"55,972,753.2","3,657.87",ARTICULO 39 LEY 756
5994,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,40.8324,0.08,"3,023.52",241.8816,"36,127,341.6","3,657.87",Ley 756 8% variable
5995,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4726,0.2,163.48,32.696,"534,912.22","3,657.87",Ley 141 20%
5996,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4726,0.12,163.48,19.6176,"320,947.66","3,657.87",ARTICULO 39 LEY 756
5997,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,4.4726,0.091146512,"335,451.75","30,575.256956795998","500,216,993.58","3,657.87",Ley 756 8% variable
5998,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4726,0.2,"1,605.13",321.026,"5,252,045.82","3,657.87",Ley 141 20%
5999,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4726,0.12,"1,605.13",192.6156,"3,151,227.69","3,657.87",ARTICULO 39 LEY 756
6000,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,40.8324,0.2,"3,071.38",614.276,"91,748,024.22","3,657.87",Ley 141 20%
6001,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,40.8324,0.12,"3,071.38",368.5656,"55,048,814.64","3,657.87",ARTICULO 39 LEY 756
6002,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,40.8324,0.08,"2,973.61",237.8888,"35,530,978.54","3,657.87",Ley 756 8% variable
6003,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.4881,0.2,7.35,1.47,"24,132.28","3,657.87",Ley 141 20%
6004,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.4881,0.12,7.35,0.882,"14,479.7","3,657.87",ARTICULO 39 LEY 756
6005,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,G,4.4881,0.064,"17,851.38","1,142.48832","18,756,100.79","3,657.87",Ley 756 8% variable
6006,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,39.455,0.2,152.5,30.5,"4,401,797.71","3,657.87",Ley 141 20%
6007,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,39.455,0.12,152.5,18.3,"2,641,079.07","3,657.87",ARTICULO 39 LEY 756
6008,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,O,39.455,0.08,217.55,17.404,"2,511,766.89","3,657.87",Ley 756 8% variable
6009,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.4881,0.2,"72,819.69","14,563.938","239,094,514.87","3,657.87",Ley 141 20%
6010,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.4881,0.12,"72,819.69","8,738.3628","143,456,708.94","3,657.87",ARTICULO 39 LEY 756
6011,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,39.455,0.2,"3,292.17",658.434,"95,026,024.84","3,657.87",Ley 141 20%
6012,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,39.455,0.12,"3,292.17",395.0604,"57,015,615.04","3,657.87",ARTICULO 39 LEY 756
6013,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,O,39.455,0.08,"4,696.3",375.704,"54,222,074.85","3,657.87",Ley 756 8% variable
6014,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.4881,0.2,"22,474.53","4,494.906","73,792,360.61","3,657.87",Ley 141 20%
6015,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.4881,0.12,"22,474.53","2,696.9436","44,275,416.57","3,657.87",ARTICULO 39 LEY 756
6016,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,39.455,0.2,905.87,181.174,"26,147,259.3","3,657.87",Ley 141 20%
6017,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,39.455,0.12,905.87,108.7044,"15,688,356.07","3,657.87",ARTICULO 39 LEY 756
6018,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,O,39.455,0.08,"1,292.23",103.3784,"14,919,700.78","3,657.87",Ley 756 8% variable
6019,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.4881,0.2,133.92,26.784,"439,709.46","3,657.87",Ley 141 20%
6020,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.4881,0.12,133.92,16.0704,"263,825.93","3,657.87",ARTICULO 39 LEY 756
6021,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,G,4.4881,0.064,"161,027.46","10,305.75744","169,188,448.52","3,657.87",Ley 756 8% variable
6022,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,39.455,0.2,"1,299.89",259.978,"37,520,352.32","3,657.87",Ley 141 20%
6023,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,39.455,0.12,"1,299.89",155.9868,"22,512,211.64","3,657.87",ARTICULO 39 LEY 756
6024,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,O,39.455,0.08,"1,854.3",148.344,"21,409,193.11","3,657.87",Ley 756 8% variable
6025,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 32,CALONA,B,G,5.5702,0.064,"7,309.87",467.83168,"9,532,102","3,657.87",Ley 756 8% variable
6026,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 32,CALONA,B,O,34.9,0.08,"3,684.31",294.7448,"37,627,021.63","3,657.87",Ley 756 8% variable
6027,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 32,CALONA,B,G,5.5702,0.064,"3,936.09",251.90976,"5,132,678.18","3,657.87",Ley 756 8% variable
6028,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 32,CALONA,B,O,34.9,0.08,"2,072.42",165.7936,"21,165,155.09","3,657.87",Ley 756 8% variable
6029,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 32,CARMENTEA,B,G,5.5702,0.064,"160,936.15","10,299.9136","209,861,434.37","3,657.87",Ley 756 8% variable
6030,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 32,CARMENTEA,B,O,34.88,0.08,"5,837.55",467.004,"59,583,408.29","3,657.87",Ley 756 8% variable
6031,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 32,KANANASKIS,B,O,34.82,0.08,"3,259.03",260.7224,"33,207,438.63","3,657.87",Ley 756 8% variable
6032,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 32,KANANASKIS,B,G,5.5702,0.064,"72,591.51","4,645.85664","94,659,642.32","3,657.87",Ley 756 8% variable
6033,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 32,KANANASKIS,B,O,34.82,0.08,"4,066.07",325.2856,"41,430,661.76","3,657.87",Ley 756 8% variable
6034,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 34,CHIRICOCA,B,O,33.44,0.08,"13,769.46","1,101.5568","134,741,516.55","3,657.87",Ley 756 8% variable
6035,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 34,TARO TARO,QB,G,8.8441,0.064,405.7,25.9648,"839,975.71","3,657.87",Ley 756 8% variable
6036,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 34,TARO TARO,P,O,29.46,0.06,"2,902.79",174.1674,"18,768,427.08","3,657.87",Ley 756 8% variable
6037,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 34,TARO TARO,P,O,29.46,0.06,829.45,49.767,"5,362,934.11","3,657.87",Ley 756 8% variable
6038,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 34,TIGANA,P,O,22.768,0.0797357175,"822,344.74","65,570.24787625094","5,460,846,573.01","3,657.87",Ley 756 8% variable
6039,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 34,TIGANA,B,O,22.768,0.10631429,"148,398.39","15,776.8694699931","1,313,935,303.85","3,657.87",Ley 756 8% variable
6040,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 34,TILO,QB,G,4.841,0.064,32.99,2.11136,"37,387.31","3,657.87",Ley 756 8% variable
6041,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 34,TILO,P,O,31.4337,0.06,244.28,14.6568,"1,685,244.55","3,657.87",Ley 756 8% variable
6042,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 34,TUA,QB,G,5.7619,0.064,204.82,13.10848,"276,277.83","3,657.87",Ley 756 8% variable
6043,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 34,TUA,B,O,21.7371,0.08,"60,136.02","4,810.8816","382,520,344.7","3,657.87",Ley 756 8% variable
6044,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,LLA 34,TUA,B,O,21.7371,0.08,"25,676.22","2,054.0976","163,324,352.47","3,657.87",Ley 756 8% variable
6045,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,RÍO CHITAMENA,CUSIANA,B,G,4.1714,0.2,"477,016.46","95,403.292","1,455,705,303.35","3,657.87",Ley 141 20%
6046,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,RÍO CHITAMENA,CUSIANA,B,G,4.1714,0.12,"477,016.46","57,241.97519999999","873,423,182.13","3,657.87",ARTICULO 39 LEY 756
6047,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,RÍO CHITAMENA,CUSIANA,QB,G,4.1714,0.2,160.12,32.024,"488,635.9","3,657.87",Ley 141 20%
6048,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,RÍO CHITAMENA,CUSIANA,QB,G,4.1714,0.12,160.12,19.2144,"293,181.74","3,657.87",ARTICULO 39 LEY 756
6049,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,RÍO CHITAMENA,CUSIANA,B,O,40.2383,0.2,"25,265.05","5,053.01","743,734,706.09","3,657.87",Ley 141 20%
6050,CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),2020,7,RÍO CHITAMENA,CUSIANA,B,O,40.2383,0.12,"25,265.05","3,031.806","446,240,824.14","3,657.87",ARTICULO 39 LEY 756
