ITEM,Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Anio,Mes,Contrato,Campo,TipoProd,TipoHidrocarburo,PrecioHidrocarburoUSD,PorcRegalia,ProdGravableBlsKpc,VolumenRegaliaBlsKpc,RegaliasCOP,TrmPromedio,RegimenReg
1,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,1,NARE,NARE SUR,B,O,39.9145,0.2,"5,807.14","1,161.428","153,499,542.44","3,311.19",Ley 141 20%
2,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,1,NARE,UNDERRIVER,P,O,39.4264,0.06,"31,007.96","1,860.4776","242,882,190.45","3,311.19",Ley 756 8% variable
3,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1949,0.2,"3,053.79",610.758,"8,483,495.9","3,311.19",Ley 141 20%
4,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1949,0.12,"3,053.79",366.4548,"5,090,097.83","3,311.19",ARTICULO 39 LEY 756
5,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,47.3847,0.2,"17,598.22","3,519.644","552,231,245.24","3,311.19",Ley 141 20%
6,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,47.3847,0.12,"17,598.22","2,111.7864","331,338,747.22","3,311.19",ARTICULO 39 LEY 756
7,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,47.3847,0.06,"23,216.24","1,392.9744","218,557,327.64","3,311.19",Ley 756 8% variable
8,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,2,NARE,NARE SUR,B,O,27.188,0.2,"5,364.13","1,072.826","99,493,483.51","3,411.05",Ley 141 20%
9,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,2,NARE,UNDERRIVER,P,O,26.523,0.06,"28,541.89","1,712.5134","154,933,277.79","3,411.05",Ley 756 8% variable
10,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1172,0.2,"2,515.16",503.032,"7,064,568.41","3,411.05",Ley 141 20%
11,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1172,0.12,"2,515.16",301.8192,"4,238,741.32","3,411.05",ARTICULO 39 LEY 756
12,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,34.7535,0.2,"16,277.82","3,255.564","385,933,848.96","3,411.05",Ley 141 20%
13,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,34.7535,0.12,"16,277.82","1,953.3384","231,560,309.76","3,411.05",ARTICULO 39 LEY 756
14,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,34.7535,0.06,"20,274.26","1,216.4556","144,205,855.59","3,411.05",Ley 756 8% variable
15,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,3,NARE,NARE SUR,B,O,7.4664,0.2,"5,381.01","1,076.202","31,153,471.47","3,877.05",Ley 141 20%
16,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,3,NARE,UNDERRIVER,P,O,6.8759,0.06,"30,141.66","1,808.4996","48,211,358.63","3,877.05",Ley 756 8% variable
17,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,5.124,0.2,"2,851.69",570.338,"11,330,336.75","3,877.05",Ley 141 20%
18,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,5.124,0.12,"2,851.69",342.2028,"6,798,202.26","3,877.05",ARTICULO 39 LEY 756
19,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,14.9013,0.2,"17,461.75","3,492.35","201,763,833.96","3,877.05",Ley 141 20%
20,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,14.9013,0.12,"17,461.75","2,095.41","121,058,300.39","3,877.05",ARTICULO 39 LEY 756
21,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,14.9013,0.06,"24,466.12","1,467.9672","84,808,994.01","3,877.05",Ley 756 8% variable
22,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,4,NARE,NARE SUR,B,O,1.2785,0.2,"5,739.51","1,147.902","5,837,188.55","3,977.39",Ley 141 20%
23,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,4,NARE,UNDERRIVER,P,O,1,0.06,"31,646.05","1,898.763","7,552,120.97","3,977.39",Ley 756 8% variable
24,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1636,0.2,"1,228.72",245.744,"4,069,584.74","3,977.39",Ley 141 20%
25,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1636,0.12,"1,228.72",147.4464,"2,441,750.87","3,977.39",ARTICULO 39 LEY 756
26,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,8.8771,0.2,"17,301","3,460.2","122,171,664.67","3,977.39",Ley 141 20%
27,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,8.8771,0.12,"17,301","2,076.12","73,302,998.8","3,977.39",ARTICULO 39 LEY 756
28,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,8.8771,0.06,"16,371.78",982.3068,"34,682,982.77","3,977.39",Ley 756 8% variable
29,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,5,NARE,NARE SUR,B,O,8.5007,0.2,"6,012.21","1,202.442","39,436,869.9","3,858.19",Ley 141 20%
30,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,5,NARE,UNDERRIVER,P,O,8.0965,0.06,"31,043.81","1,862.6286","58,184,485.45","3,858.19",Ley 756 8% variable
31,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.2053,0.2,"1,153.21",230.642,"3,742,130.8","3,858.19",Ley 141 20%
32,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.2053,0.12,"1,153.21",138.3852,"2,245,278.61","3,858.19",ARTICULO 39 LEY 756
33,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,15.9332,0.2,"17,674.03","3,534.806","217,296,235.31","3,858.19",Ley 141 20%
34,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,15.9332,0.12,"17,674.03","2,120.8836","130,377,741.19","3,858.19",ARTICULO 39 LEY 756
35,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,15.9332,0.06,"10,358.25",621.495,"38,205,356.52","3,858.19",Ley 756 8% variable
36,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,6,NARE,NARE SUR,B,O,12.5451,0.2,"5,002.19","1,000.438","46,457,281.35","3,701.6",Ley 141 20%
37,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,6,NARE,UNDERRIVER,P,O,12.0173,0.06,"24,977.94","1,498.6764","66,665,978.51","3,701.6",Ley 756 8% variable
38,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.0262,0.2,"2,609.01",521.802,"7,776,614.27","3,701.6",Ley 141 20%
39,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.0262,0.12,"2,609.01",313.0812,"4,665,968.7","3,701.6",ARTICULO 39 LEY 756
40,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,20.0335,0.2,"16,994.4","3,398.88","252,047,357.52","3,701.6",Ley 141 20%
41,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,20.0335,0.12,"16,994.4","2,039.328","151,228,414.51","3,701.6",ARTICULO 39 LEY 756
42,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,20.0335,0.06,"5,983.25",358.995,"26,621,634.42","3,701.6",Ley 756 8% variable
43,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,7,NARE,NARE SUR,B,O,20.1364,0.2,"5,234.02","1,046.804","77,103,744.11","3,657.87",Ley 141 20%
44,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,7,NARE,UNDERRIVER,P,O,19.5261,0.06,"25,985.41","1,559.1246","111,358,814.69","3,657.87",Ley 756 8% variable
45,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1097,0.2,"2,648.92",529.784,"7,964,109.39","3,657.87",Ley 141 20%
46,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1097,0.12,"2,648.92",317.8704,"4,778,465.73","3,657.87",ARTICULO 39 LEY 756
47,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,29.0004,0.2,"17,255.63","3,451.126","366,094,386.57","3,657.87",Ley 141 20%
48,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,29.0004,0.12,"17,255.63","2,070.6756","219,656,632.26","3,657.87",ARTICULO 39 LEY 756
49,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,29.0004,0.06,"4,922",295.32,"31,327,454.87","3,657.87",Ley 756 8% variable
50,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,8,NARE,NARE SUR,B,O,22.8223,0.2,"4,712.66",942.532,"81,375,805.08","3,783.03",Ley 141 20%
51,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,8,NARE,UNDERRIVER,P,O,22.1037,0.06,"26,899.15","1,613.949","134,956,737.2","3,783.03",Ley 756 8% variable
52,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.0436,0.2,"3,050.76",610.152,"9,333,531.69","3,783.03",Ley 141 20%
53,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.0436,0.12,"3,050.76",366.0912,"5,600,119.09","3,783.03",ARTICULO 39 LEY 756
54,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,31.6906,0.2,"16,097.79","3,219.558","385,981,509.36","3,783.03",Ley 141 20%
55,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,31.6906,0.12,"16,097.79","1,931.7348","231,588,905.79","3,783.03",ARTICULO 39 LEY 756
56,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,31.6906,0.06,"6,120.18",367.2108,"44,023,614.03","3,783.03",Ley 756 8% variable
57,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,9,NARE,NARE SUR,B,O,20.6796,0.2,"4,422.13",884.426,"68,589,933.21","3,750.22",Ley 141 20%
58,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,9,NARE,UNDERRIVER,P,O,20.1932,0.06,"22,069.62","1,324.1772","100,278,539.04","3,750.22",Ley 756 8% variable
59,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.8899,0.2,"2,707.17",541.434,"7,898,428.53","3,750.22",Ley 141 20%
60,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.8899,0.12,"2,707.17",324.8604,"4,739,057.27","3,750.22",ARTICULO 39 LEY 756
61,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,29.6004,0.2,"15,565.25","3,113.05","345,573,491.59","3,750.22",Ley 141 20%
62,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,29.6004,0.12,"15,565.25","1,867.83","207,344,095.22","3,750.22",ARTICULO 39 LEY 756
63,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,29.6004,0.06,"5,739.64",344.3784,"38,228,761.52","3,750.22",Ley 756 8% variable
64,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,10,NARE,NARE SUR,B,O,19.2348,0.2,"4,808.15",961.63,"70,912,695.89","3,833.79",Ley 141 20%
65,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,10,NARE,UNDERRIVER,P,O,17.9143,0.06,"25,704.55","1,542.273","105,922,791.71","3,833.79",Ley 756 8% variable
66,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1693,0.2,667.12,133.424,"2,132,678.32","3,833.79",Ley 141 20%
67,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1693,0.12,667.12,80.0544,"1,279,607.2","3,833.79",ARTICULO 39 LEY 756
68,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,27.6591,0.2,"16,378.98","3,275.796","347,362,724.57","3,833.79",Ley 141 20%
69,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,27.6591,0.12,"16,378.98","1,965.4776","208,417,634.96","3,833.79",ARTICULO 39 LEY 756
70,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,27.6591,0.06,"13,046.45",782.787,"83,006,092.21","3,833.79",Ley 756 8% variable
71,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,11,NARE,NARE SUR,B,O,23.4009,0.2,"4,224.18",844.836,"72,864,620.39","3,685.63",Ley 141 20%
72,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,11,NARE,UNDERRIVER,P,O,22.0256,0.06,"25,580.32","1,534.8192","124,593,878.54","3,685.63",Ley 756 8% variable
73,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.0673,0.2,"3,245.99",649.198,"9,731,843.11","3,685.63",Ley 141 20%
74,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.0673,0.12,"3,245.99",389.5188,"5,839,106.07","3,685.63",ARTICULO 39 LEY 756
75,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,31.6829,0.2,"15,730.39","3,146.078","367,372,079.35","3,685.63",Ley 141 20%
76,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,31.6829,0.12,"15,730.39","1,887.6468","220,423,247.74","3,685.63",ARTICULO 39 LEY 756
77,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,31.6829,0.06,"13,866.26",831.9756,"97,150,994.32","3,685.63",Ley 756 8% variable
78,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,12,NARE,NARE SUR,QB,G,3.3748,0.2,389.18,77.836,"910,486.22","3,466.13",Ley 141 20%
79,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,12,NARE,NARE SUR,B,O,29.7168,0.2,"3,796.74",759.348,"78,214,583.86","3,466.13",Ley 141 20%
80,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,12,NARE,UNDERRIVER,QB,G,3.3748,0.064,"2,659.22",170.19008,"1,990,797.68","3,466.13",Ley 756 8% variable
81,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,12,NARE,UNDERRIVER,P,O,28.344,0.06,"25,276.58","1,516.5948","148,996,322.35","3,466.13",Ley 756 8% variable
82,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.4122,0.2,"3,179.5",635.9,"9,724,982.85","3,466.13",Ley 141 20%
83,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.4122,0.12,"3,179.5",381.54,"5,834,989.96","3,466.13",ARTICULO 39 LEY 756
84,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,38.0266,0.2,"16,058.85","3,211.77","423,327,791.18","3,466.13",Ley 141 20%
85,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,38.0266,0.12,"16,058.85","1,927.062","253,996,674.88","3,466.13",ARTICULO 39 LEY 756
86,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2020,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,38.0266,0.06,"12,905.42",774.3252,"102,060,040.42","3,466.13",Ley 756 8% variable
87,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1949,0.2,"1,907.95",381.59,"5,300,327.1","3,311.19",Ley 141 20%
88,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1949,0.12,"1,907.95",228.954,"3,180,196.46","3,311.19",ARTICULO 39 LEY 756
89,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,47.3847,0.2,"7,604.77","1,520.954","238,637,294.15","3,311.19",Ley 141 20%
90,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,47.3847,0.12,"7,604.77",912.5724,"143,182,376.67","3,311.19",ARTICULO 39 LEY 756
91,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,47.3847,0.06,"10,032.5",601.95,"94,445,801.3","3,311.19",Ley 756 8% variable
92,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1172,0.2,"1,628.29",325.658,"4,573,532.73","3,411.05",Ley 141 20%
93,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1172,0.12,"1,628.29",195.3948,"2,744,119.7","3,411.05",ARTICULO 39 LEY 756
94,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,34.7535,0.2,"7,067.18","1,413.436","167,557,079.66","3,411.05",Ley 141 20%
95,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,34.7535,0.12,"7,067.18",848.0616,"100,534,247.83","3,411.05",ARTICULO 39 LEY 756
96,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,34.7535,0.06,"8,802.28",528.1368,"62,608,465.99","3,411.05",Ley 756 8% variable
97,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,5.124,0.2,"1,574.55",314.91,"6,256,002.77","3,877.05",Ley 141 20%
98,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,5.124,0.12,"1,574.55",188.946,"3,753,602.03","3,877.05",ARTICULO 39 LEY 756
99,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,14.9013,0.2,"7,183.26","1,436.652","82,999,818.16","3,877.05",Ley 141 20%
100,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,14.9013,0.12,"7,183.26",861.9912,"49,799,891.01","3,877.05",ARTICULO 39 LEY 756
101,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,14.9013,0.06,"10,064.65",603.879,"34,887,952.89","3,877.05",Ley 756 8% variable
102,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1636,0.2,836.36,167.272,"2,770,067.89","3,977.39",Ley 141 20%
